index	question	answer	task	image_relation	image_type	counterpart_idx	image_path	A	B	C	D	E
2478	Can you find the images containing the same building as in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2479	['00002478_00.jpg', '00002478_01.jpg', '00002478_02.jpg', '00002478_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2479	Can you find the images containing the same building as in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2478	['00002479_00.jpg', '00002479_01.jpg', '00002479_02.jpg', '00002479_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2480	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2481	['00002480_00.jpg', '00002480_01.jpg', '00002480_02.jpg', '00002480_03.jpg', '00002480_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2481	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2480	['00002481_00.jpg', '00002481_01.jpg', '00002481_02.jpg', '00002481_03.jpg', '00002481_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2482	Can you track down photographs containing the matching building depicted in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2483	['00002482_00.jpg', '00002482_01.jpg', '00002482_02.jpg', '00002482_03.jpg']	None of the choices provided	<image>	<image>	<image>	
2483	Can you track down photographs containing the matching building depicted in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2482	['00002483_00.jpg', '00002483_01.jpg', '00002483_02.jpg', '00002483_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2484	Can you track down photographs containing the matching building depicted in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2485	['00002484_00.jpg', '00002484_01.jpg', '00002484_02.jpg', '00002484_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2485	Can you track down photographs containing the matching building depicted in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2484	['00002485_00.jpg', '00002485_01.jpg', '00002485_02.jpg', '00002485_03.jpg']	<image>	None of the choices provided	<image>	<image>	
2486	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2487	['00002486_00.jpg', '00002486_01.jpg', '00002486_02.jpg', '00002486_03.jpg', '00002486_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2487	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2486	['00002487_00.jpg', '00002487_01.jpg', '00002487_02.jpg', '00002487_03.jpg', '00002487_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2488	Can you find the images containing the same building as in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2489	['00002488_00.jpg', '00002488_01.jpg', '00002488_02.jpg', '00002488_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2489	Can you find the images containing the same building as in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2488	['00002489_00.jpg', '00002489_01.jpg', '00002489_02.jpg', '00002489_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2490	Are you capable of finding images that depict the same building featured in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2491	['00002490_00.jpg', '00002490_01.jpg', '00002490_02.jpg', '00002490_03.jpg', '00002490_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2491	Are you capable of finding images that depict the same building featured in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2490	['00002491_00.jpg', '00002491_01.jpg', '00002491_02.jpg', '00002491_03.jpg', '00002491_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2492	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2493	['00002492_00.jpg', '00002492_01.jpg', '00002492_02.jpg', '00002492_03.jpg', '00002492_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2493	Can you discover the photograph containing the same architectural edifice as depicted in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2492	['00002493_00.jpg', '00002493_01.jpg', '00002493_02.jpg', '00002493_03.jpg', '00002493_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2494	Are you capable of finding images that depict the same building featured in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2495	['00002494_00.jpg', '00002494_01.jpg', '00002494_02.jpg', '00002494_03.jpg', '00002494_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2495	Are you capable of finding images that depict the same building featured in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2494	['00002495_00.jpg', '00002495_01.jpg', '00002495_02.jpg', '00002495_03.jpg', '00002495_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2496	Can you find the images containing the same building as in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2497	['00002496_00.jpg', '00002496_01.jpg', '00002496_02.jpg', '00002496_03.jpg']	<image>	<image>	<image>	None of the choices provided	
2497	Can you find the images containing the same building as in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2496	['00002497_00.jpg', '00002497_01.jpg', '00002497_02.jpg', '00002497_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2498	Could you locate pictures that feature the identical building found in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2499	['00002498_00.jpg', '00002498_01.jpg', '00002498_02.jpg', '00002498_03.jpg', '00002498_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2499	Could you locate pictures that feature the identical building found in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2498	['00002499_00.jpg', '00002499_01.jpg', '00002499_02.jpg', '00002499_03.jpg', '00002499_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2500	Would you mind locating images displaying the same architectural landmark as seen in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2501	['00002500_00.jpg', '00002500_01.jpg', '00002500_02.jpg', '00002500_03.jpg']	<image>	<image>	<image>	None of the choices provided	
2501	Would you mind locating images displaying the same architectural landmark as seen in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2500	['00002501_00.jpg', '00002501_01.jpg', '00002501_02.jpg', '00002501_03.jpg']	<image>	<image>	<image>	None of the choices provided	
2502	Is it possible for you to unearth images containing the identical building as portrayed in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2503	['00002502_00.jpg', '00002502_01.jpg', '00002502_02.jpg', '00002502_03.jpg', '00002502_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2503	Is it possible for you to unearth images containing the identical building as portrayed in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2502	['00002503_00.jpg', '00002503_01.jpg', '00002503_02.jpg', '00002503_03.jpg', '00002503_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2504	Are you able to find a structure from the identical university as portrayed in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2505	['00002504_00.jpg', '00002504_01.jpg', '00002504_02.jpg', '00002504_03.jpg', '00002504_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2505	Are you able to find a structure from the identical university as portrayed in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2504	['00002505_00.jpg', '00002505_01.jpg', '00002505_02.jpg', '00002505_03.jpg', '00002505_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2506	Can you discover a building from the university depicted in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2507	['00002506_00.jpg', '00002506_01.jpg', '00002506_02.jpg', '00002506_03.jpg', '00002506_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2507	Can you discover a building from the university depicted in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2506	['00002507_00.jpg', '00002507_01.jpg', '00002507_02.jpg', '00002507_03.jpg', '00002507_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2508	Are you able to identify a building from the same university as the one shown in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2509	['00002508_00.jpg', '00002508_01.jpg', '00002508_02.jpg', '00002508_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2509	Are you able to identify a building from the same university as the one shown in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2508	['00002509_00.jpg', '00002509_01.jpg', '00002509_02.jpg', '00002509_03.jpg']	<image>	None of the choices provided	<image>	<image>	
2510	Is it possible for you to find a building from the same university as seen in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2511	['00002510_00.jpg', '00002510_01.jpg', '00002510_02.jpg', '00002510_03.jpg', '00002510_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2511	Is it possible for you to find a building from the same university as seen in <image>?	D	Visual Retrieval	Object-Multiview	Drone and Satellite	2510	['00002511_00.jpg', '00002511_01.jpg', '00002511_02.jpg', '00002511_03.jpg', '00002511_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
2512	Are you able to find a structure from the identical university as portrayed in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2513	['00002512_00.jpg', '00002512_01.jpg', '00002512_02.jpg', '00002512_03.jpg', '00002512_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2513	Are you able to find a structure from the identical university as portrayed in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2512	['00002513_00.jpg', '00002513_01.jpg', '00002513_02.jpg', '00002513_03.jpg', '00002513_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2514	Would you be able to pinpoint a building belonging to the same university as in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2515	['00002514_00.jpg', '00002514_01.jpg', '00002514_02.jpg', '00002514_03.jpg', '00002514_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
2515	Would you be able to pinpoint a building belonging to the same university as in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2514	['00002515_00.jpg', '00002515_01.jpg', '00002515_02.jpg', '00002515_03.jpg', '00002515_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2516	Could you locate a structure from the identical university as depicted in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2517	['00002516_00.jpg', '00002516_01.jpg', '00002516_02.jpg', '00002516_03.jpg', '00002516_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2517	Could you locate a structure from the identical university as depicted in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2516	['00002517_00.jpg', '00002517_01.jpg', '00002517_02.jpg', '00002517_03.jpg', '00002517_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2518	Can you find a building from the same university as in <image>?	E	Visual Retrieval	Object-Multiview	Drone and Satellite	2519	['00002518_00.jpg', '00002518_01.jpg', '00002518_02.jpg', '00002518_03.jpg', '00002518_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
2519	Can you find a building from the same university as in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2518	['00002519_00.jpg', '00002519_01.jpg', '00002519_02.jpg', '00002519_03.jpg', '00002519_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
2520	Are you able to find a structure from the identical university as portrayed in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2521	['00002520_00.jpg', '00002520_01.jpg', '00002520_02.jpg', '00002520_03.jpg']	<image>	None of the choices provided	<image>	<image>	
2521	Are you able to find a structure from the identical university as portrayed in <image>?	C	Visual Retrieval	Object-Multiview	Drone and Satellite	2520	['00002521_00.jpg', '00002521_01.jpg', '00002521_02.jpg', '00002521_03.jpg']	<image>	<image>	None of the choices provided	<image>	
2522	Would you be able to pinpoint a building belonging to the same university as in <image>?	A	Visual Retrieval	Object-Multiview	Drone and Satellite	2523	['00002522_00.jpg', '00002522_01.jpg', '00002522_02.jpg', '00002522_03.jpg', '00002522_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
2523	Would you be able to pinpoint a building belonging to the same university as in <image>?	B	Visual Retrieval	Object-Multiview	Drone and Satellite	2522	['00002523_00.jpg', '00002523_01.jpg', '00002523_02.jpg', '00002523_03.jpg', '00002523_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
